Event, Reactor, Reaction, Worker, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay
Reaction ends, workers, 0, 0, 0, 11, 751279, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 11, 751802, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 11, 752199, NO TRIGGER, 0
Reaction starts, sorted_list, 3, 0, 0, 11, 758036, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 11, 758682, sorted_list.send_responses, 0
Reaction ends, sorted_list, 3, 0, 0, 11, 760909, NO TRIGGER, 0
Reaction starts, sorted_list, 2, 0, 0, 12, 763382, NO TRIGGER, 0
Reaction ends, sorted_list, 2, 0, 0, 12, 764169, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 12, 779452, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 12, 779882, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 12, 780429, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 12, 780646, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 12, 780922, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 12, 781119, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 12, 787142, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 12, 787949, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 12, 788556, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 12, 789152, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 12, 794573, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 13, 821227, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 13, 821600, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 13, 825290, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 13, 826067, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 13, 829133, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 14, 848740, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 14, 849173, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 14, 850123, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 14, 850533, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 14, 851137, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 14, 851900, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 14, 852430, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 14, 852817, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 14, 856934, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 14, 857320, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 14, 858841, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 15, 879267, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 15, 879644, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 15, 880217, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 15, 880581, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 15, 881144, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 15, 881944, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 15, 884994, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 15, 885571, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 15, 887858, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 15, 888194, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 15, 889822, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 16, 908174, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 16, 908528, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 16, 910898, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 16, 911438, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 16, 917871, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 16, 918251, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 16, 918794, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 16, 919661, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 16, 924545, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 17, 944568, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 17, 945275, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 17, 947992, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 17, 948338, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 17, 948932, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 17, 949725, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 17, 950468, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 17, 950738, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 17, 954132, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 17, 954505, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 17, 957522, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 18, 984299, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 18, 984765, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 18, 985392, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 18, 985736, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 18, 988126, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 18, 988559, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 18, 993259, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 19, 1017626, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 19, 1018003, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 19, 1018623, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 19, 1018876, NO TRIGGER, 0
Reaction starts, sorted_list, 3, 0, 0, 19, 1024110, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 19, 1028180, sorted_list.send_responses, 0
Reaction ends, sorted_list, 3, 0, 0, 19, 1033633, NO TRIGGER, 0
Reaction starts, sorted_list, 2, 0, 0, 20, 1034783, NO TRIGGER, 0
Reaction ends, sorted_list, 2, 0, 0, 20, 1035480, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 20, 1049116, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 20, 1049456, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 20, 1050390, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 20, 1050760, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 20, 1051433, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 20, 1051613, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 20, 1053687, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 20, 1054083, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 20, 1054538, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 20, 1054890, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 20, 1058740, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 20, 1059190, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 20, 1059660, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 20, 1059900, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 20, 1062268, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 21, 1081244, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 21, 1081684, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 21, 1082871, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 21, 1083134, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 21, 1083494, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 21, 1083677, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 21, 1087084, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 21, 1087547, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 21, 1090011, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 21, 1090387, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 21, 1092294, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 21, 1092864, NO TRIGGER, 0
Reaction starts, sorted_list, 3, 0, 0, 21, 1098634, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 21, 1099107, sorted_list.send_responses, 0
Reaction ends, sorted_list, 3, 0, 0, 21, 1103417, NO TRIGGER, 0
Reaction starts, sorted_list, 2, 0, 0, 22, 1104624, NO TRIGGER, 0
Reaction ends, sorted_list, 2, 0, 0, 22, 1105287, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 22, 1118561, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 22, 1119328, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 22, 1121724, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 22, 1122091, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 22, 1122568, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 22, 1123114, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 22, 1123771, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 22, 1124321, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 22, 1128008, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 22, 1128408, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 22, 1130808, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 23, 1149272, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 23, 1149712, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 23, 1150582, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 23, 1151008, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 23, 1152112, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 23, 1152475, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 23, 1153038, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 23, 1153565, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 23, 1154222, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 23, 1154808, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 23, 1156908, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 23, 1157522, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 23, 1163688, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 23, 1164052, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 23, 1167715, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 24, 1190652, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 24, 1191019, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 24, 1199796, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 25, 1219276, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 25, 1219849, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 25, 1220646, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 25, 1221119, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 25, 1221739, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 25, 1222613, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 25, 1223299, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 25, 1223699, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 25, 1224183, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 25, 1224776, NO TRIGGER, 0
Reaction starts, sorted_list, 3, 0, 0, 25, 1229379, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 25, 1229863, sorted_list.send_responses, 0
Reaction ends, sorted_list, 3, 0, 0, 25, 1235206, NO TRIGGER, 0
Reaction starts, sorted_list, 2, 0, 0, 26, 1236439, NO TRIGGER, 0
Reaction ends, sorted_list, 2, 0, 0, 26, 1237146, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 26, 1255083, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 26, 1255663, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 26, 1256326, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 26, 1256980, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 26, 1257583, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 26, 1257890, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 26, 1259856, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 26, 1260206, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 26, 1262350, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 27, 1281007, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 27, 1281444, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 27, 1283450, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 27, 1284490, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 27, 1285734, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 27, 1286124, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 27, 1288128, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 28, 1310224, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 28, 1310584, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 28, 1311154, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 28, 1311387, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 28, 1311804, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 28, 1312301, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 28, 1317557, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 28, 1318477, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 28, 1323057, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 29, 1349648, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 29, 1350211, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 29, 1350811, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 29, 1351208, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 29, 1351765, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 29, 1352445, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 29, 1356051, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 29, 1356615, NO TRIGGER, 0
Reaction starts, sorted_list, 3, 0, 0, 29, 1357711, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 29, 1358168, sorted_list.send_responses, 0
Reaction ends, sorted_list, 3, 0, 0, 29, 1363785, NO TRIGGER, 0
Reaction starts, sorted_list, 2, 0, 0, 30, 1364895, NO TRIGGER, 0
Reaction ends, sorted_list, 2, 0, 0, 30, 1365588, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 30, 1382575, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 30, 1383465, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 30, 1384102, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 30, 1384568, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 30, 1388475, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 30, 1388852, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 30, 1392405, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 31, 1407546, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 31, 1407949, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 31, 1410172, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 31, 1414359, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 31, 1418782, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 32, 1441209, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 32, 1441609, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 32, 1445676, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 32, 1446016, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 32, 1446663, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 32, 1446883, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 32, 1447183, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 32, 1447363, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 32, 1452497, sorted_list.send_responses, 0
Reaction starts, workers, 0, 0, 0, 33, 1468420, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 33, 1469046, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 33, 1472843, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 33, 1473267, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 33, 1474013, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 33, 1474683, NO TRIGGER, 0
Reaction starts, sorted_list, 3, 0, 0, 33, 1479797, NO TRIGGER, 0
Schedule called, sorted_list, 0, 0, 0, 33, 1480240, sorted_list.send_responses, 0
Reaction ends, sorted_list, 3, 0, 0, 33, 1486767, NO TRIGGER, 0
Reaction starts, sorted_list, 2, 0, 0, 34, 1487830, NO TRIGGER, 0
Reaction ends, sorted_list, 2, 0, 0, 34, 1488513, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 34, 1502943, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 34, 1503263, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 34, 1503723, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 34, 1503900, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 34, 1504147, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 34, 1504330, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 34, 1504587, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 34, 1504840, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 34, 1505120, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 34, 1505373, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 34, 1505843, NO TRIGGER, 0
Reaction ends, workers, 0, 0, 0, 34, 1506343, NO TRIGGER, 0
Reaction starts, workers, 0, 0, 0, 34, 1513063, NO TRIGGER, 0
